Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Kue Wortel tanpa Lapisan (Gula),100 g,416.0,49.09,23.24,4.22
Nasi Tim Ayam Tomat Wortel,100 g,400.0,76.0,8.0,12.0
"Salad Selada dengan Telur, Keju, Tomat dan / atau Wortel",100 g,52.0,3.14,3.14,3.33
Red Rocket,100 ml,36.0,7.6,0.0,0.8
Tropic Golden,100 ml,40.0,8.8,0.0,1.2
Beef Stew with Carrot,100 g,400.0,70.0,7.0,16.0
Glowing Calamansi,100 ml,44.0,10.0,0.0,0.8
Pepaya,100 g,39.0,9.81,0.14,0.61
Melon,100 g,34.0,8.16,0.19,0.84
Buah Naga,100 g,51.0,12.38,0.38,0.78
Semangka Merah,100 g,30.0,7.55,0.15,0.61
Buah Pir,100 g,58.0,15.46,0.12,0.38
Nanas,100 g,48.0,12.63,0.12,0.54
Pisang,100 g,89.0,22.84,0.33,1.09
Mangga,100 g,65.0,17.0,0.27,0.51
Super Fruit Mix,100 g,320.0,84.0,0.0,0.0
Rujak Buah,100 g,213.0,14.96,15.1,8.53
Stroberi,100 g,32.0,7.68,0.3,0.67
Apel (tanpa Kulit),100 g,48.0,12.76,0.13,0.27
Jambu Biji,100 g,68.0,14.32,0.95,2.55
Duku,100 g,68.0,17.06,0.43,0.85
Jambu Kristal,100 g,49.0,12.2,0.3,0.9
Nangka,100 g,94.0,24.01,0.3,1.47
Labu Siam,100 g,17.0,3.9,0.13,0.82
Murbei,100 g,43.0,9.8,0.39,1.44
Blewah Melon,100 g,34.0,8.16,0.19,0.84
"Blueberry (Manis, Beku)",100 g,81.0,21.95,0.13,0.4
"Labu Siam (Buah, dengan Garam, Dikeringkan, Direbus, Dimasak)",100 g,24.0,5.09,0.48,0.62
Pare,100 g,29.0,6.82,0.22,1.12
Terong Belanda,100 g,48.0,8.64,1.15,2.1
Jambu Monyet,100 g,43.0,11.41,0.14,0.21
Timun Suri,100 g,16.0,3.65,0.12,0.65
Jeruk Kimkit,100 g,43.0,11.93,0.27,0.81
Asam Jawa,100 g,239.0,62.5,0.6,2.8
Jambu Jamaika,100 g,48.0,9.99,0.66,1.78
Cranberry Kering,100 g,308.0,82.36,1.37,0.07
Buah Ara,100 g,74.0,19.18,0.3,0.75
Mangga Muda,100 g,59.0,15.32,0.24,0.46
Fitbar Fruits Delight,100 g,450.0,75.0,17.5,10.0
Pisang Single,100 g,90.0,22.0,0.0,1.0
Buah Srikaya,100 g,94.0,23.64,0.29,2.06
Jeruk Mandarin (Kaleng atau Beku),100 g,61.0,16.19,0.1,0.45
Kedondong,100 g,41.0,10.0,0.27,0.88
Apel Braeburn,100 g,52.0,13.81,0.17,0.26
Nangka Muda,100 g,54.0,11.89,0.36,2.3
Rasberi Beku,100 g,103.0,26.16,0.16,0.7
Stroberi Beku,100 g,87.0,23.46,0.14,0.52
Belimbing,100 g,31.0,6.73,0.33,1.04
Buah Naga,100 g,60.0,12.38,0.38,0.78
"Nanas Potongan (Manis, Beku)",100 g,86.0,22.2,0.1,0.4
Ceri Merah Asam,100 g,50.0,12.18,0.3,1.0
Cranberry Kering (Dimaniskan),100 g,308.0,82.36,1.37,0.07
Manggis,100 g,73.0,17.91,0.58,0.41
Sirsak,100 g,66.0,16.84,0.3,1.0
Jeruk (dengan Kulit),100 g,63.0,15.5,0.3,1.3
Pisang Kepok,100 g,104.0,27.44,0.26,0.97
Semangka Kuning,100 g,30.0,7.55,0.15,0.61
Rasberi Beku tanpa Pemanis,100 g,52.0,11.94,0.65,1.2
"Jeruk Keprok (Jeruk Mandarin,  Sirup Ringan Kemasan, Kalengan)",100 g,15400.0,4080.0,25.0,113.0
Mix Fruit,100 ml,100.0,22.86,0.0,0.0
Kismis (tanpa Biji),100 g,299.0,79.18,0.46,3.07
Sukun,100 g,103.0,27.12,0.23,1.07
Pisang Kepok Rebus,100 g,115.0,30.08,0.35,1.23
Matoa,100 g,87.0,21.4,0.49,1.05
Jamblang,100 g,60.0,15.56,0.23,0.72
Rasberi,100 g,52.0,11.94,0.65,1.2
Beri,100 g,33.0,7.98,0.3,0.68
Stroberi Beku tanpa Pemanis,100 g,35.0,9.13,0.11,0.43
"Blueberry (tanpa Pemanis, Beku)",100 g,51.0,12.17,0.64,0.42
Kesemek,100 g,70.0,18.59,0.19,0.58
Durian,100 g,147.0,27.09,5.33,1.47
Apel Granny Smith,100 g,52.0,13.81,0.17,0.26
Stroberi dalam Sirup (Dimasak atau Kalengan),100 g,92.0,23.53,0.26,0.56
Jeruk Bali (Merah dan Merah Muda),100 g,42.0,10.66,0.14,0.77
Apel Fuji,100 g,52.0,13.81,0.17,0.26
Jambu Air,100 g,46.0,11.66,0.27,0.5
Pisang,100 g,89.0,22.84,0.33,1.09
Banana,100 g,91.3,23.39,0.35,1.13
Pisang Mas,100 g,90.0,23.27,0.33,1.1
Pisang Raja,100 g,122.0,30.73,0.34,0.97
Pisang Kepok,100 g,104.0,27.44,0.26,0.97
Pisang Kepok Rebus,100 g,115.0,30.08,0.35,1.23
Pisang Uli,100 g,143.0,35.55,0.56,1.08
Pisang Barangan,100 g,107.0,27.87,0.35,1.21
Pisang Tanduk,100 g,122.0,31.89,0.37,1.3
Pisang Single,100 g,90.0,22.0,0.0,1.0
Pisang Susu,100 g,94.0,23.03,0.33,1.42
Pisang,100 g,91.3,23.39,0.35,1.13
Pisang Lampung,100 g,99.0,25.65,0.34,1.15
Pisang Raja Direbus Matang,100 g,115.0,30.96,0.18,0.78
Pisang Nugget,100 g,300.0,35.0,15.0,4.0
Pisang Keju,100 g,250.0,25.53,13.64,8.62
Jantung Pisang,100 g,123.0,31.83,0.35,1.4
Keripik Pisang,100 g,519.0,58.4,33.6,2.3
Pisang Bolen Cokelat,100 g,400.0,40.0,24.0,8.0
Lapis Kukus Pisang Cokelat,100 g,380.0,42.0,22.0,6.0
Sale Pisang,100 g,276.0,66.51,0.9,2.87
Carang Gesing,100 g,81.0,13.44,2.36,2.78
Cavendish Banana Chips,100 g,600.0,53.33,40.0,3.33
Coklat Pisang,100 ml,72.0,12.8,1.6,1.6
Getuk Pisang,100 g,142.0,34.12,0.44,1.14
Pisang Molen,100 g,275.0,39.05,11.68,3.91
Puding Pisang,100 g,127.0,21.2,3.6,2.4
Pisang Goroho,100 g,111.0,28.04,0.27,1.53
Sanggara Belanda,100 g,242.0,36.71,10.83,3.58
Yogurt Banana Berries,100 g,85.71,12.86,2.86,2.86
Nutrijell Rasa Pisang,100 g,400.0,70.0,15.0,0.0
Es Kul Kul Pisang,100 g,90.0,23.15,0.47,1.28
Roti Isi Pisang Coklat,100 g,342.86,54.29,10.0,8.57
Soft Cake Choco Banana,100 g,400.0,52.0,18.67,5.33
Yoghurt Drink Low Fat Banana,100 ml,79.17,16.25,1.04,1.67
Lada Pisang,100 g,27.0,5.35,0.45,1.66
Low Fat Banana,100 ml,80.0,15.2,0.8,2.8
Chocolate H1gh,100 ml,132.0,14.4,4.8,8.8
Susu Pisang,100 g,72.0,12.0,2.0,2.4
Tepung Pisang Crispy,100 g,350.0,80.0,0.0,5.0
Cavendish Banana Chips Chocolate,100 g,550.0,55.0,35.0,5.0
Banana Blast,100 ml,73.68,11.58,2.37,2.11
Banana Milk,100 ml,66.67,9.44,1.94,2.22
Roti Isi Pisang Coklat,100 g,266.67,45.56,7.78,5.56
Green Delight,100 ml,40.0,9.2,0.0,0.4
Peach Berry,100 ml,36.0,9.2,0.0,0.0
Good To Go Banana Strawberry (250ml),100 ml,68.0,11.6,1.4,2.4
Roti Manis Cokelat Pisang,100 g,344.44,53.33,10.0,7.78
Roti Isi Rasa Cokelat-Pisang,100 g,345.45,58.18,8.18,7.27
Pisang Goreng,100 g,263.16,43.16,8.42,3.16
Roti Manis Isi Pisang Cokelat,100 g,270.0,43.0,8.0,5.0
Susu UHT Rasa Pisang,100 g,140.0,22.0,4.5,4.0
Squeeze Yogurt Cavendish Banana,100 g,100.0,14.29,2.86,4.29
Susu Rasa Pisang,100 ml,94.74,12.63,2.63,3.16
Yogurt Drink Banana,100 ml,125.0,38.0,2.0,7.0
Good To Go Cereal Milk Banana,100 ml,68.0,11.6,1.4,2.4
Sun Bubur Susu Sereal Pisang,100 g,400.0,80.0,7.5,10.0
Sun Bubur Susu Sereal Pisang,100 g,400.0,80.0,7.5,10.0
Roti Manis Isi Pisang Cokelat,100 g,270.0,43.0,8.0,5.0
Roti Isi Rasa Cokelat-Pisang,100 g,345.45,58.18,8.18,7.27
Oatmeal Instan Rasa Pisang & Madu,100 g,400.0,80.0,6.67,10.0
Prime Duo Custard Pisang & Cokelat,100 g,345.45,52.73,12.73,9.09
Roti Sandwich Funwari Pisang Susu,100 g,274.73,48.35,6.59,6.59
Nasi Padang Rendang,100 g,181.48,17.59,10.19,5.19
Swiss Roll Strawberry,100 g,388.89,61.11,16.67,5.56
Serealfit,100 g,130.0,25.0,2.5,2.0
Salju Kreker Rasa Original,100 g,500.0,70.0,20.0,0.0
Serealfit,100 g,433.33,83.33,8.33,6.67
Muffin Cup Cake,100 g,444.44,50.0,22.22,5.56
Britobar,100 g,454.55,63.64,18.18,9.09
Apel (tanpa Kulit),100 g,48.0,12.76,0.13,0.27
Apel Fuji,100 g,52.0,13.81,0.17,0.26
Apel Granny Smith,100 g,52.0,13.81,0.17,0.26
Jus Apel,100 g,11700.0,2897.0,27.0,15.0
Green3st,100 ml,28.0,5.6,0.0,1.2
Greenfield Organic,100 g,357.14,85.71,0.0,14.29
Fruit Tea Apel,100 ml,32.0,7.6,0.0,0.0
Pai Apel,100 g,265.0,37.1,12.5,2.4
Apel Braeburn,100 g,52.0,13.81,0.17,0.26
Red Rocket,100 ml,36.0,7.6,0.0,0.8
Jus Apel,100 g,12000.0,3000.0,0.0,0.0
Jus Apel (Kaleng atau Botol),100 g,11700.0,2897.0,27.0,15.0
Jus Cranberry-Apel (Botol),100 g,15400.0,3883.0,27.0,0.0
Apple Cider Vinegar,100 ml,0.0,0.0,0.0,0.0
Minuman Jus Apel,100 g,12500.0,3227.0,7.0,5.0
Frestea Apel,100 g,40.0,9.6,0.0,0.0
Pai Apel (Satu Kerak),100 g,242.0,39.02,9.25,1.81
Apel Kering,100 g,243.0,65.89,0.32,0.93
Buah Srikaya,100 g,94.0,23.64,0.29,2.06
Lychee & Apple Tea,100 ml,44.0,10.8,0.0,0.0
Sari Apel,100 ml,49.0,12.24,0.12,0.06
Saus Apel tanpa Pemanis,100 g,43.0,11.29,0.05,0.17
Teajus Apel,100 g,357.14,100.0,0.0,0.0
Minuman Sari Buah Apel,100 g,5000.0,1300.0,0.0,0.0
Peach Berry,100 ml,36.0,9.2,0.0,0.0
"Jus Apel (Berkonsentrasi Beku, Diencerkan dengan Air)",100 g,11200.0,2758.0,24.0,33.0
Frestea Apel (Botol),100 ml,44.0,11.2,0.0,0.0
Tropic Green,100 ml,48.0,11.2,0.0,0.8
Saus Apel dengan Gula,100 g,76.0,19.91,0.18,0.18
Bontea Green Original,100 g,333.33,100.0,0.0,0.0
Lovy Cookies Chocobutter,100 g,450.0,70.0,17.5,10.0
Lovy Cookies Coffeeccino,100 g,500.0,60.0,25.0,5.0
Jeruk Santang,100 g,47.0,11.75,0.12,0.94
Jeruk Sunkist,100 g,51.95,12.34,0.0,0.65
Jeruk (dengan Kulit),100 g,63.0,15.5,0.3,1.3
Jus Jeruk Peras Segar,100 g,11200.0,2579.0,50.0,174.0
Jeruk Sunkist,100 g,47.0,12.0,0.1,0.9
Jeruk,100 g,51.95,12.34,0.0,0.65
Jeruk Bali,100 g,32.0,8.08,0.1,0.63
Jus Jeruk,100 g,11200.0,2579.0,50.0,174.0
Jeruk Mandarin (Kaleng atau Beku),100 g,61.0,16.19,0.1,0.45
"Jus Jeruk (Dingin, Termasuk dari Konsentrat)",100 g,11000.0,2505.0,67.0,199.0
Jeruk Peras,100 g,357.14,100.0,0.0,0.0
Floridina Coco,100 ml,51.43,12.0,0.0,0.0
Isi 2 Soto Koya Jeruk Nipis,100 g,464.29,65.18,18.75,8.93
Refresh Rasa Jeruk,100 g,10000.0,2500.0,0.0,0.0
Soda Jeruk,100 ml,51.14,13.07,0.0,0.0
Nasi Daun Jeruk Ayam Sambal Matah,100 g,590.0,69.0,26.0,20.0
Minum Jus Jeruk,100 g,13400.0,3339.0,0.0,50.0
Pulpy Orange,100 ml,43.33,11.33,0.0,0.0
Fanta Orange,100 ml,20.0,4.4,0.0,0.0
Jeju Orange,100 g,357.14,100.0,0.0,0.0
Jus Jeruk Beku (Dilarutkan dengan Air),100 g,11200.0,2714.0,15.0,169.0
Jeruk Extra Manis,100 g,363.64,90.91,0.0,0.0
Sunkist,100 ml,52.31,12.62,0.0,0.0
Jus Jeruk Bali,100 g,9400.0,2213.0,25.0,128.0
Jus Jeruk Bali Merah Muda,100 g,9600.0,2272.0,25.0,124.0
Jus Jeruk Bali Segar,100 g,9600.0,2272.0,25.0,124.0
American Sweet Orange,100 g,5000.0,1300.0,0.0,0.0
Orange Flavor,100 ml,53.85,11.54,0.0,0.77
Jeruk Nipis Jahe,100 g,409.09,100.0,0.0,0.0
Tropic Golden,100 ml,40.0,8.8,0.0,1.2
Jeruk Nipis,100 g,363.64,100.0,0.0,0.0
Permen Jeruk,100 g,400.0,93.33,0.0,0.0
Squeezed Orange Less Sugar,100 ml,30.0,7.5,0.0,0.0
Daun Jeruk,100 g,12.0,4.05,0.08,0.27
Madurasa Jeruk Nipis,100 g,320.0,80.0,0.0,0.0
"Jeruk Keprok (Jeruk Mandarin, Jus Kemasan, Kalengan)",100 g,9200.0,2383.0,7.0,154.0
Tropic Calamansi,100 ml,40.0,9.2,0.0,0.4
Coconut Water Rasa Jeruk,100 g,32.0,8.4,0.0,0.0
Squash Delight Jeruk Florida,100 ml,137.93,34.48,0.0,0.0
Glowing Calamansi,100 ml,44.0,10.0,0.0,0.8
Jeruk Bali (Merah dan Merah Muda),100 g,42.0,10.66,0.14,0.77
Pulpy 4X Extra Vit C,100 ml,30.0,7.67,0.0,0.0
Jus Jeruk Bali Putih,100 g,9600.0,2272.0,25.0,124.0
Squash Orange,100 ml,200.0,46.67,0.0,0.0
Golden Orange,100 ml,48.0,10.8,0.0,0.8
Lofet Kacang Rasa Daun Jeruk,100 g,600.0,20.0,44.0,32.0
ORANGE WATER C,100 ml,24.0,6.4,0.0,0.0
Sari Buah Jeruk,100 ml,40.0,9.5,0.0,1.0
Rasa Jeruk,100 ml,40.0,8.67,0.67,0.33
"Jeruk Keprok (Jeruk Mandarin,  Sirup Ringan Kemasan, Kalengan)",100 g,15400.0,4080.0,25.0,113.0
Cerelac Apel Jeruk Pisang,100 g,420.0,66.0,9.0,16.0
Nasi Jeruk Ayam Bakar,100 g,821.67,116.67,20.0,46.67
Squash Delight Jeruk Florida,100 ml,137.93,34.48,0.0,0.0
Lofet Kacang Rasa Daun Jeruk,100 g,600.0,20.0,44.0,32.0
Keripik Talas Pedas Daun Jeruk,100 g,500.0,65.0,25.0,5.0
Bumbu Sachet Nasi Daun Jeruk,100 g,400.0,60.0,20.0,0.0
Isi 2 Soto Koya Jeruk Nipis,100 g,464.29,65.18,18.75,8.93
Isi 2 Soto Koya Jeruk Nipis,100 g,450.0,62.0,19.0,10.0
Nasi Daun Jeruk Ayam Sambal Matah,100 g,590.0,69.0,26.0,20.0
Susu UHT Full Cream (250ml),100 ml,60.0,4.8,3.2,3.2
Susu,100 g,12200.0,1149.0,488.0,803.0
Kental Manis,100 g,250.0,57.5,10.0,2.5
Ultra Mimi Full Cream,100 ml,64.0,4.8,3.2,3.2
Susu UHT Full Cream (200ml),100 ml,60.0,5.0,3.0,3.0
UHT Full Cream Milk,100 g,16000.0,1100.0,900.0,800.0
Susu Murni,100 ml,62.0,4.66,3.35,3.32
Susu UHT Low Fat High Calcium,100 ml,44.0,5.2,1.2,3.2
Susu UHT Full Cream,100 ml,60.0,5.0,3.0,3.0
Susu Low Fat,100 g,10000.0,1200.0,300.0,700.0
Susu UHT Rasa Stroberi,100 ml,75.0,11.0,2.25,3.0
Purefarm Full Cream,100 g,13000.0,1000.0,700.0,700.0
Low Fat Milk,100 g,11000.0,1200.0,300.0,900.0
Susu,100 g,421.05,60.53,15.79,13.16
Susu Coklat,100 g,19000.0,2888.0,525.0,770.0
Choco Malt,100 ml,90.0,13.5,3.5,1.0
Non Fat Milk,100 ml,35.0,5.5,0.0,3.0
Susu Kental Manis,100 g,325.0,57.5,10.0,2.5
Dancow Full Cream,100 g,444.44,40.74,29.63,22.22
Susu Bear Brand,100 ml,63.49,4.76,3.7,3.17
Fresh Milk Choco Sea Salt,100 ml,100.0,13.2,3.6,3.2
Ultra Mimi Kids Full Cream,100 ml,64.0,4.8,3.2,3.2
Susu Uht Full Cream,100 g,13000.0,1000.0,700.0,700.0
Hi-Calcium Skimmed Milk,100 g,9000.0,1100.0,0.0,1100.0
Banana Milk,100 ml,80.0,11.0,3.0,2.5
Low Fat Milk,100 ml,45.0,5.0,1.0,3.0
Oat Milk,100 ml,59.0,6.6,3.0,1.0
Prostar 100% Casein Protein,100 g,909.09,116.67,9.09,83.33
Nutrive Benecol Strawberry,100 ml,60.0,8.0,2.0,1.0
Susu Rasa Sereal Stroberi,100 ml,64.0,11.2,2.0,0.8
Milky Strawberry,100 g,11000.0,1500.0,450.0,400.0
Susu Evaporasi,100 g,125.0,12.5,6.25,5.0
Susu UHT Rasa Cokelat,100 ml,75.0,11.5,2.25,2.0
Susu Putih Manis,100 ml,77.78,8.89,3.33,3.33
Soy Milk Unsweetened,100 ml,31.2,0.4,2.2,1.88
UHT Milk Low Fat High Calcium,100 ml,40.0,4.5,1.25,3.0
Almond Milk,100 ml,26.0,1.5,2.1,0.6
Susu UHT Rasa Coklat,100 ml,88.0,11.2,3.6,4.0
WRP On The Go,100 ml,75.0,12.0,1.5,3.5
Susu Cappuccino,100 ml,45.0,3.5,2.5,2.5
Double Belgian Chocolate with Pistachio Milk,100 ml,25.0,2.22,1.67,0.56
Fresh Milk,100 ml,65.0,4.5,4.0,3.0
Cereal Chocolate Milk Drinks,100 ml,85.0,15.0,2.0,1.5
Almond Breeze Original,100 ml,25.0,3.33,1.11,0.56
Goalll!,100 ml,105.88,14.12,5.88,1.18
Susu,100 g,400.0,66.67,8.89,15.56
Susu (2% Rendah Lemak dengan Tambahan Vitamin A),100 g,12200.0,1142.0,481.0,805.0
Haenam Goguma,100 ml,66.67,9.44,1.94,2.22
Almond Breeze Latte,100 ml,33.33,4.44,1.11,1.11
Purefarm Kacang Hijau,100 g,62.22,9.78,1.33,2.67
Skim Milk Plain Fiber Pro,100 g,346.15,57.69,0.0,26.92
Rasa Kacang Hijau,100 g,428.57,77.14,10.0,8.57
Soya Bean Milk,100 ml,69.0,7.6,3.0,2.7
Bulgarian Style Yogurt Mango,100 ml,88.0,14.4,2.0,2.4
Susu Vanila,100 g,400.0,55.0,10.0,25.0
Yogurt Rasa Stroberi,100 ml,100.0,14.4,3.6,2.4
Carnivor,100 g,335.14,21.62,0.0,62.16
Susu Pasteurisasi Rasa Vanilla,100 g,13000.0,2200.0,300.0,400.0
Gold Plus,100 g,328.57,48.57,1.43,28.57
Daily Formula,100 g,25000.0,4200.0,400.0,1200.0
Whey Protein,100 g,15000.0,2100.0,200.0,1200.0
Fresh Milk Low Fat,100 g,9000.0,1100.0,250.0,600.0
Susu UHT Coklat,100 ml,85.0,13.0,2.5,2.0
V-Soy Multi-Grain,100 ml,69.0,7.6,3.0,2.7
Susu Kental Manis Cokelat,100 g,325.0,55.0,11.25,2.5
Lose Weight,100 g,388.89,61.11,2.78,25.93
Susu (Susu Murni),100 g,14600.0,1103.0,793.0,786.0
Thai Milk Green Tea,100 ml,52.0,10.0,2.4,1.6
1% Lemak Susu,100 g,10200.0,1218.0,237.0,822.0
Matcha Green Tea Latte with Walnut Milk,100 ml,33.33,1.67,2.78,0.56
Oat Milk,100 g,375.0,66.67,8.33,12.5
Susu dengan Lemak yang telah Dikurangi,100 g,12200.0,1142.0,481.0,805.0
Susu Kedelai,100 ml,54.0,5.1,1.99,4.64
Hi-Calcium Low Fat Milk,100 ml,40.0,4.5,1.25,3.0
Susu Tawar,100 ml,58.0,5.0,3.0,2.8
Chocolate Taro (Botol),100 ml,35.0,7.5,0.0,1.0
Susu Kedelai,100 ml,40.0,6.0,1.0,2.0
Topping Kental Manis,100 ml,350.0,120.0,0.0,0.0
Susu,100 ml,70.0,10.0,2.0,2.0
Uht Full Cream,100 ml,60.0,5.0,3.0,3.0
Dairy Milk Chocolate,100 ml,550.0,60.0,30.0,10.0
WRP On The Go,100 ml,75.0,12.0,1.5,3.5
Sereal 2 in 1,100 g,416.67,83.33,8.33,4.17
Susu UHT Low Fat,100 g,4500.0,550.0,125.0,350.0
Low Fat Source of Calcium (200ml),100 ml,65.0,10.0,1.0,3.5
Susu Almond Manis,100 g,5900.0,633.0,351.0,148.0
Susu Coklat,100 g,13000.0,2200.0,250.0,600.0
Susu UHT Vanilla,100 ml,57.89,7.89,2.11,2.11
Susu Kental Manis Tiga Sapi,100 g,120.0,22.0,3.5,1.0
Banana Milk,100 ml,52.0,9.2,1.0,1.2
Avocado Strawberry Sundae,100 ml,100.0,16.0,3.5,1.0
Susu Almond,100 g,4000.0,140.0,358.0,151.0
SKM Coklat,100 g,333.33,57.14,9.52,2.38
Coklat Pisang,100 ml,72.0,12.8,1.6,1.6
2% Lemak Susu,100 g,50.0,4.68,1.97,3.3
Chil-Go Pisang,100 ml,67.86,10.0,2.14,2.14
Minuman Serbuk Kedelai,100 g,440.0,62.0,12.0,22.0
Teen Vanilla Caramel,100 g,16000.0,2800.0,250.0,600.0
Susu (tanpa Lemak dengan Tambahan Vitamin A dan Protein),100 g,10100.0,1368.0,62.0,974.0
Keju Cheddar,100 g,403.0,1.28,33.14,24.9
Keju Slice,100 g,294.12,5.88,20.59,17.65
Gold Cheddar,100 g,333.33,20.83,25.0,4.17
Cheddar Cheese,100 g,300.0,10.0,25.0,10.0
Quick Melt (Keju Cepat Leleh),100 g,300.0,13.33,23.33,16.67
Keju Serbaguna,100 g,300.0,26.67,20.0,6.67
Mozzarella & Cheddar,100 g,333.33,13.33,26.67,13.33
Keju Cheddar,100 g,300.0,5.0,25.0,20.0
Saus Keju,100 g,174.0,6.83,13.29,6.71
Quick Melt,100 g,375.0,12.5,31.25,6.25
Slice Melt,100 g,375.0,6.25,28.12,18.75
Cheese Spread,100 g,300.0,6.67,30.0,6.67
Singles,100 g,305.88,11.76,20.59,17.65
Keju Cheddar,100 g,300.0,6.67,23.33,20.0
Belcube,100 g,260.0,4.6,20.0,12.0
Cheddar,100 g,300.0,5.0,25.0,20.0
Keju Gouda atau Edam,100 g,357.0,1.67,27.69,24.98
Cheese Stick BBQ,100 g,291.67,16.67,20.83,16.67
Singles Light 25% Kurang Lemak,100 g,205.88,5.88,11.76,17.65
Rich Cheese,100 g,300.0,13.33,23.33,13.33
Keju Ricotta (Susu Murni),100 g,174.0,3.04,12.98,11.26
Mozarella,100 g,350.0,10.0,30.0,15.0
Samyang Cheese,100 g,414.29,67.14,12.86,8.57
Keju Kambing (Agak Lembut),100 g,364.0,2.54,29.84,21.58
Rendah Lemak (1-2% Lemak) Keju Cottage,100 g,72.0,2.72,1.02,12.39
Milky Soft,100 g,333.33,10.0,26.67,10.0
Ricotta Cheese,100 g,200.0,4.0,18.0,8.0
Spready,100 g,350.0,20.0,30.0,5.0
Baked Cheese Tart,100 g,402.22,42.22,22.22,8.89
Singkong Serut Rasa Keju,100 g,550.0,65.0,30.0,0.0
Finger Cheese Biskuit,100 g,440.0,72.0,10.0,12.0
Keju Ricotta,100 g,156.0,4.09,10.44,11.32
Singles BBQ Chicken,100 g,352.94,17.65,23.53,11.76
Mozza Cheese Slice,100 g,333.33,13.33,26.67,13.33
The Big Cheez,100 g,514.0,53.0,35.0,7.0
Keju Amerika (Kemasan Dingin),100 g,331.0,8.32,24.46,19.66
Raclette Cheese Flavour,100 g,550.0,55.0,35.0,5.0
Keju Cottage (Rendah Lemak 2% Lemak Susu),100 g,90.0,3.63,1.93,13.74
Sagu Keju,100 g,500.0,66.67,16.67,0.0
Keju Parmesan Keras,100 g,392.0,3.22,25.83,35.75
Cheddar,100 g,300.0,20.0,22.5,10.0
Bisvit Selimut Keju,100 g,450.0,60.0,20.0,10.0
Cedda Cheese Slice,100 g,300.0,20.0,23.33,6.67
Cream Cheese Light,100 g,180.0,2.0,14.0,10.0
Keju Cottage,100 g,103.0,2.68,4.51,12.49
Keju Romano,100 g,387.0,3.63,26.94,31.8
Keju Mozzarella (tanpa Lemak),100 g,149.0,3.5,0.0,31.7
Zuperrr Keju Malkist,100 g,523.81,61.9,23.81,4.76
Keju Krim (Bebas Lemak ),100 g,96.0,5.8,1.36,14.41
Keju Feta,100 g,264.0,4.09,21.28,14.21
Super Ring,100 g,571.43,50.0,42.86,7.14
Pasta Keju,100 g,625.0,50.0,37.5,0.0
Keju Cottage (Rendah Lemak 1% Lemak Susu),100 g,72.0,2.72,1.02,12.39
Keju Alami,100 g,363.0,2.47,27.77,25.48
Cream Cheese Wafer,100 g,450.0,70.0,20.0,10.0
Keju Edam,100 g,357.0,1.43,27.8,24.99
Keju Kambing (Lembut),100 g,268.0,0.89,21.08,18.52
Mozza Cheese,100 g,333.33,6.67,26.67,13.33
Bocconcini Cheese,100 g,212.12,3.03,18.18,15.15
Cream Cheese,100 g,133.33,3.33,8.33,10.0
Cheese Triangles,100 g,388.89,11.11,33.33,16.67
Cheese Stick Rasa Pizza,100 g,291.67,20.83,20.83,8.33
Shred Cheese,100 g,300.0,33.33,20.0,0.0
Gourmet Slices,100 g,305.88,2.94,24.71,17.06
Keju Camembert,100 g,300.0,0.46,24.26,19.8
Mild Cheese,100 g,300.0,20.0,20.0,6.67
Babybel Mini Original Cheese,100 g,350.0,0.0,25.0,20.0
Smokey BBQ Slices,100 g,323.53,6.47,25.29,17.06
Mini Babybel Tasty Cheddar,100 g,309.09,2.27,24.09,23.18
Cheese Cake,100 g,363.64,43.64,18.18,7.27
Shoops,100 g,228.57,25.71,12.86,2.86
Pasta Keju,100 g,583.33,50.0,41.67,0.0
Cheese Stick,100 g,291.67,20.83,18.75,8.33
Cheddar Singles,100 g,300.0,6.67,20.0,13.33
Keju Singles 40% Kurang Lemak,100 g,233.33,6.67,13.33,20.0
Singles Reguler,100 g,300.0,6.67,20.0,13.33
Keju Cheddar atau Colby (Rendah Lemak),100 g,173.0,1.91,7.0,24.35
Gold Cake Original Japanese Cake,100 g,281.25,31.25,12.5,9.38
Roti Sisir Keju,100 g,371.43,54.29,14.29,5.71
Yogurt Plain,100 g,10000.0,1400.0,250.0,400.0
Yogurt Polos,100 g,63.0,7.04,1.55,5.25
Squeeze Yogurt Blueberry,100 g,83.33,14.17,2.5,2.5
Squeeze Yogurt Original,100 ml,100.0,17.14,2.86,2.86
Greek Yogurt,100 g,100.0,3.75,7.5,3.75
Original Yogurt,100 g,112.0,17.6,3.6,3.2
Greek Yogurt Original,100 g,113.0,6.25,7.5,5.0
Blueberry Yogurt,100 ml,90.0,14.0,2.0,3.0
Yogurt,100 g,100.0,24.29,4.29,4.29
Strawberry Yoghurt,100 ml,100.0,18.0,0.5,4.0
Yogurt Drink Strawberry,100 ml,71.43,14.29,0.0,2.86
Cimory Squeeze,100 ml,100.0,14.29,2.86,4.29
Yogurt Polos (Susu Murni),100 g,61.0,4.66,3.25,3.47
Yogurt Drink,100 ml,80.0,15.2,0.8,2.8
Greek Yogurt Classic,100 ml,55.0,7.5,2.0,2.0
Greek Yogurt Mango,100 g,162.5,12.5,6.25,6.25
Yogurt Drink No Added Sugar,100 ml,37.5,9.17,0.62,1.67
