Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g),Kategori,is_seafood,is_peanut,is_dairy,protein_to_calorie_ratio,is_low_calorie,is_low_fat,is_low_carb,is_high_carb,is_high_protein,Kalori (kkal)_scaled,Karbohidrat (g)_scaled,Lemak (g)_scaled,Protein (g)_scaled,protein_to_calorie_ratio_scaled
Paria Putih Kukus,100 g,16,3.4,0.2,0.8,Masakan,0,0,0,0.05,1,1,1,1,0,-2.368656395,-1.001964537,-1.484084077,-1.50172994,0.197935761
Daun Mengkudu Kukus,100 g,63,11.5,1.5,3.8,Sayur,0,0,0,0.06031746,1,1,0,1,1,-1.349705695,-0.30536013,-0.866802623,-0.648830646,0.434261232
Daun Singkong Rebus,100 g,31,4.8,0.6,3.7,Sayur,0,0,0,0.119354839,1,1,1,1,1,-1.936371773,-0.836082741,-1.244450064,-0.669132012,1.299318635
Daun Talas Rebus,100 g,27,5.9,0.2,1.3,Sayur,0,0,0,0.048148148,1,1,1,1,0,-2.035104376,-0.72537466,-1.484084077,-1.305464793,0.151808219
Daun Ubi Merah Kukus,100 g,56,13,0.3,3.1,Sayur,0,0,0,0.055357143,1,1,0,1,1,-1.457078915,-0.217421908,-1.417706418,-0.798575476,0.324863361
Kacang Panjang Kukus,100 g,39,7.6,0.6,3,Snack,0,1,0,0.076923077,1,1,1,1,1,-1.761601174,-0.577399309,-1.244450064,-0.821567311,0.750584066
Kacang Panjang Rebus,100 g,30,5.8,0.4,2.3,Snack,0,1,0,0.076666667,1,1,1,1,1,-1.960232876,-0.73487973,-1.356046905,-0.996485982,0.746225756
Kangkung Kukus,100 g,30,4.7,0.7,3.2,Sayur,0,0,0,0.106666667,1,1,1,1,1,-1.960232876,-0.846890065,-1.193572707,-0.776017274,1.166326171
Kangkung Rebus,100 g,22,3.1,0.6,2.5,Sayur,0,0,0,0.113636364,1,1,1,0,1,-2.173030157,-1.042444212,-1.244450064,-0.943765604,1.242119996
Pelecing Kangkung,100 g,75,10,2.8,2.5,Sayur,0,0,0,0.033333333,1,1,1,0,0,-1.182838937,-0.401417191,-0.505860521,-0.943765604,-0.263744484
Selada Rebus,100 g,19,2.9,0.2,2.7,Sayur,0,0,0,0.142105263,1,1,1,1,1,-2.265849294,-1.070654026,-1.484084077,-0.893346741,1.489012002
Taoge Goreng,100 g,88,14,2.1,3.2,Masakan,0,0,0,0.036363636,1,1,0,1,0,-1.021155579,-0.162571036,-0.682178855,-0.776017274,-0.171542743
Taoge Seduh,100 g,28,4,0.8,3,Masakan,0,0,0,0.107142857,1,1,1,0,1,-2.009567922,-0.926721128,-1.145483002,-0.821567311,1.171729669
Terung Panjang Kukus,100 g,23,4.9,0.1,1.8,Masakan,0,0,0,0.07826087,1,1,1,1,1,-2.143925326,-0.825411236,-1.555982788,-1.140145646,0.773078187
Wortel Rebus,100 g,28,6.3,0.5,0.7,Sayur,0,0,0,0.025,1,1,1,1,0,-2.009567922,-0.68833518,-1.298466925,-1.545997559,-0.538750148
Wortel Kukus,100 g,37,8.3,0.6,1,Sayur,0,0,0,0.027027027,1,1,1,1,0,-1.802894111,-0.52269658,-1.244450064,-1.41866166,-0.468821999
Asinan Bogor Sayuran,100 g,98,14.8,2.6,3.9,Masakan,0,0,0,0.039795918,1,1,0,1,0,-0.907386696,-0.120590907,-0.55283335,-0.628856773,-0.071770949
Anyang Sayur,100 g,126,10.3,7.9,3.4,Sayur,0,0,0,0.026984127,0,0,0,0,0,-0.625534631,-0.381469324,0.248046476,-0.732130069,-0.470281096
Buah Naga Merah Segar,100 g,71,9.1,3.1,1.7,Buah,0,0,0,0.023943662,1,0,1,0,0,-1.236337462,-0.463760302,-0.439660747,-1.171249877,-0.576002366
Apel Malang Segar,100 g,57,12.8,0.4,0.5,Buah,0,0,0,0.00877193,1,1,0,1,0,-1.441211673,-0.228734717,-1.356046905,-1.641015389,-1.17842747
Apel Segar,100 g,58,14.9,0.4,0.3,Buah,0,0,0,0.005172414,1,1,0,1,0,-1.42552882,-0.115453808,-1.356046905,-1.746500574,-1.341836108
Arbai Segar,100 g,37,8.3,0.5,0.8,Masakan,0,0,0,0.021621622,1,1,1,1,0,-1.802894111,-0.52269658,-1.298466925,-1.50172994,-0.659897453
Belimbing Segar,100 g,31,6.7,0.4,1,Snack,0,0,0,0.032258065,1,1,1,1,0,-1.936371773,-0.652755794,-1.356046905,-1.41866166,-0.297424633
Biwah Segar,100 g,51,12.1,0.1,0.3,Masakan,0,0,0,0.005882353,1,1,0,1,0,-1.539381651,-0.269302312,-1.555982788,-1.746500574,-1.308925383
Buah Atung Segar,100 g,23,5.2,0.2,0.8,Buah,0,0,0,0.034782609,1,1,1,1,0,-2.143925326,-0.794172864,-1.484084077,-1.50172994,-0.219154306
Buah Kelenting Segar,100 g,110,21.4,2.1,1.4,Buah,0,0,0,0.012727273,0,1,0,1,0,-0.780720775,0.177005298,-0.682178855,-1.270299367,-1.008446587
Buah Kom Segar,100 g,264,59.6,1.1,4,Buah,0,0,0,0.015151515,0,1,0,1,0,0.351877283,1.194612405,-1.015200769,-0.609198585,-0.908974246
Anggur Hutan Segar,100 g,30,6.8,0.2,0.5,Buah,0,0,0,0.016666667,1,1,1,1,0,-1.960232876,-0.644073554,-1.484084077,-1.641015389,-0.84854898
Buah Naga Putih Segar,100 g,56,10.9,1,0.8,Buah,0,0,0,0.014285714,1,1,0,1,0,-1.457078915,-0.342710733,-1.056529506,-1.50172994,-0.944100781
Buah Negri Segar,100 g,55,12.2,0.1,1.2,Buah,0,0,0,0.021818182,1,1,0,1,0,-1.473136005,-0.263411085,-1.555982788,-1.341844649,-0.652687103
Buah Nona Segar,100 g,101,25.2,0.6,1.7,Buah,0,0,0,0.016831683,0,1,0,1,0,-0.874784652,0.319877733,-1.244450064,-1.171249877,-0.842047368
Buah Rotan Segar,100 g,78,18.2,0.3,0.6,Buah,0,0,0,0.007692308,1,1,0,1,0,-1.143955174,0.0421594,-1.417706418,-1.592346807,-1.226544365
Buah Rukam Segar,100 g,113,26.8,0.3,0.8,Buah,0,0,0,0.007079646,0,1,0,1,0,-0.750518955,0.37549884,-1.417706418,-1.50172994,-1.254187403
Buah Ruruhi Segar,100 g,29,3.6,0.7,2.1,Buah,0,0,0,0.072413793,1,1,1,0,1,-1.984621639,-0.976090212,-1.193572707,-1.051762514,0.671672349
Buah Tuppa Segar,100 g,67,15.9,0.2,0.4,Buah,0,0,0,0.005970149,1,1,0,1,0,-1.29189067,-0.065342422,-1.484084077,-1.692286326,-1.304879
Carica Papaya Segar,100 g,24,3.7,0.2,1.9,Masakan,0,0,0,0.079166667,1,1,1,1,1,-2.115631395,-0.963461496,-1.484084077,-1.109896776,0.788078037
Sayur Sop,100 g,27,1,2,1.3,Sayur,0,0,0,0.048148148,1,1,1,0,0,-2.035104376,-1.413445579,-0.710431496,-1.305464793,0.151808219
Purundawa,100 g,25,3.6,0.5,1.5,Masakan,0,0,0,0.06,1,1,1,0,1,-2.088094642,-0.976090212,-1.298466925,-1.236259672,0.427482489
Rujak Cingur,100 g,153,8,8.4,11.3,Snack,0,0,0,0.073856209,0,0,1,0,1,-0.391332813,-0.545757476,0.297412375,0.361351308,0.697444163
Sayur Asem,100 g,29,5,0.6,0.7,Sayur,0,0,0,0.024137931,1,1,1,1,0,-1.984621639,-0.814871585,-1.244450064,-1.545997559,-0.569109078
Sayur Bunga Pepaya,100 g,49,9.8,0.3,1.7,Sayur,0,0,0,0.034693878,1,1,1,1,0,-1.573806652,-0.414938534,-1.417706418,-1.171249877,-0.221858087
Sayur Garu,100 g,178,10.6,13.9,2.6,Sayur,0,0,0,0.014606742,0,0,0,0,0,-0.19818864,-0.361906201,0.718087311,-0.91828284,-0.93102508
Sayur Kohukohu,100 g,133,11.2,6.6,7.3,Sayur,0,0,0,0.054887218,0,0,0,0,1,-0.561802517,-0.323866996,0.106081096,-0.086413568,0.314103898
Sayur Lilinterubuk,100 g,36,4.8,0.7,2.7,Sayur,0,0,0,0.075,1,1,1,0,1,-1.824094957,-0.836082741,-1.193572707,-0.893346741,0.717522852
Sayur Ndusuk,100 g,49,3.6,2.5,3.1,Sayur,0,0,0,0.063265306,1,1,1,0,1,-1.573806652,-0.976090212,-0.577264696,-0.798575476,0.49580786
Daun Kelor Rebus,100 g,61,10,0.9,6.1,Sayur,0,0,0,0.1,1,1,1,1,1,-1.379535591,-0.401417191,-1.099885462,-0.253734599,1.08698149
Sayur Umbut Rotan,100 g,57,3.1,2.6,5.4,Sayur,0,0,0,0.094736842,1,1,1,0,1,-1.441211673,-1.042444212,-0.55283335,-0.361819005,1.019171458
Shabushabu,100 g,88,0.8,8,3.2,Masakan,0,0,0,0.036363636,1,0,1,0,0,-1.021155579,-1.462168707,0.258128474,-0.776017274,-0.171542743
Semur Jengkol,100 g,212,29.1,10,6,Masakan,0,0,0,0.028301887,0,0,0,0,0,0.037073943,0.451478757,0.440024212,-0.268650804,-0.425866933
Tinira Ninahu Nggaluku,100 g,33,4.1,1.3,1.2,Masakan,0,0,0,0.036363636,1,1,1,0,0,-1.890125208,-0.914834163,-0.937909966,-1.341844649,-0.171542743
Tumis Bayam Bersantan,100 g,48,2.6,4.2,1.4,Sayur,0,0,0,0.029166667,1,0,1,0,0,-1.591370096,-1.115029159,-0.231200891,-1.270299367,-0.397170144
Waluh Balamak,100 g,45,8.1,0.9,0.8,Masakan,0,0,0,0.017777778,1,1,1,1,0,-1.645563567,-0.538008692,-1.099885462,-1.50172994,-0.805068317
Woku Ubi,100 g,143,15,7.8,3.1,Masakan,0,0,0,0.021678322,0,0,0,0,0,-0.474559593,-0.110340353,0.237855465,-0.798575476,-0.657815458
Alpukat Segar,100 g,85,7.7,6.5,0.9,Buah,0,0,0,0.010588235,1,0,1,0,0,-1.056967854,-0.569389287,0.094216381,-1.459342228,-1.099160645
Kembang Tahu Rebus,100 g,90,4.7,4,10.7,Lauk,0,0,0,0.118888889,1,0,1,0,1,-0.9977331,-0.846890065,-0.265747556,0.302254166,1.294816834
Entingenting Gepuk Kacang Tanah,100 g,524,52,29.2,13.3,Snack,0,1,0,0.025381679,0,0,0,0,0,1.493284676,1.041375329,1.379616573,0.543356959,-0.525427832
Entingenting Wijen,100 g,565,36.8,38.4,18.2,Masakan,0,0,0,0.032212389,0,0,0,0,0,1.634863844,0.678337786,1.63385675,0.917183307,-0.298866703
Geplak,100 g,350,53.6,14.4,1.4,Masakan,0,0,0,0.004,0,0,0,1,0,0.790913138,1.074915329,0.748549385,-1.270299367,-1.396937124
Geplak Jahe,100 g,462,57.7,24.4,3.1,Masakan,0,0,0,0.006709957,0,0,0,0,0,1.26419194,1.157687506,1.215679397,-0.798575476,-1.270987209
Kacang Goyang,100 g,516,44.4,31.1,14.7,Snack,0,1,0,0.028488372,0,0,0,0,0,1.464792677,0.871058294,1.43769399,0.659249777,-0.419648691
Kacang Negara,100 g,480,58.5,19.1,18.4,Snack,0,1,0,0.038333333,0,0,0,0,0,1.332742278,1.173340136,0.995954257,0.93077577,-0.113696111
Kacang Sukro,100 g,484,57.7,26.1,8.8,Snack,0,1,0,0.018181818,0,0,0,0,0,1.347738645,1.157687506,1.276894829,0.097994252,-0.789428851
Kacang Tanah Sari,100 g,561,26,43.8,25.5,Snack,0,1,0,0.045454545,0,0,0,0,0,1.621363613,0.347990533,1.757697739,1.354650571,0.082545037
Entingenting Gepuk Hello Kity,100 g,538,52.6,30.3,13.6,Masakan,0,0,0,0.02527881,0,0,0,0,0,1.542445498,1.054038754,1.413652368,0.568913642,-0.529011268
Keripik Oncom,100 g,598,42.6,43.8,8.3,Snack,0,0,0,0.013879599,0,0,0,0,0,1.743846701,0.827688478,1.757697739,0.039136374,-0.960729313
Keripik Tempe Abadi Besar,100 g,556,39.8,37.1,15.8,Snack,0,0,0,0.028417266,0,0,0,0,0,1.604396409,0.757536227,1.601619343,0.744772915,-0.422017727
Keripik Tempe Abadi Murni,100 g,542,11.6,42.4,40.3,Snack,0,0,0,0.074354244,0,0,0,0,1,1.556332197,-0.299263607,1.727022934,2.00998254,0.706225422
Keripik Tempe Abadi Sedang,100 g,510,52.4,27.9,12.3,Snack,0,0,0,0.024117647,0,0,0,0,0,1.443226929,1.049829217,1.337828214,0.455027258,-0.569827923
Keripik Tempe Abadi Telur,100 g,529,40.2,31.7,20.8,Snack,0,0,0,0.039319471,0,0,0,0,0,1.510943004,0.767769954,1.455351765,1.085914863,-0.08533354
Kerupik Tempe Abadi Prima,100 g,540,42,33.9,16.7,Lauk,0,0,0,0.030925926,0,0,0,0,0,1.549397548,0.812940211,1.517546751,0.811552312,-0.339869902
Kwaci,100 g,515,13.8,42.1,30.6,Snack,0,0,0,0.059417476,0,0,0,0,1,1.461210211,-0.173321811,1.720326669,1.606996474,0.414966184
Melinjo Emping Tebal Goreng Manis,100 g,439,65.7,16.4,10,Masakan,0,0,0,0.022779043,0,0,0,0,0,1.173918241,1.307698327,0.861615463,0.230238998,-0.617731089
Ampas Tahu Kukus,100 g,75,10.7,2.1,4.1,Lauk,0,0,0,0.054666667,1,1,0,0,1,-1.182838937,-0.35546767,-0.682178855,-0.589844926,0.309029859
Kacang Merah Kering Rebus,100 g,158,28.2,0.9,10.3,Snack,0,1,0,0.065189873,0,1,0,1,1,-0.351088639,0.422272309,-1.099885462,0.261528332,0.534661434
Kacang Merah Segar Rebus,100 g,144,24.7,1,10,Snack,0,1,0,0.069444444,0,1,0,1,1,-0.466063878,0.301985996,-1.056529506,0.230238998,0.616991734
Kacang Metebiji Jambu Monyet Goreng,100 g,629,19.8,56.3,20.4,Snack,0,1,0,0.032432432,0,0,0,0,0,1.842576292,0.111486455,1.996887564,1.061016663,-0.291928021
Kacang Tanah Rebus Dg Kulit,100 g,360,12.8,31.2,13.5,Snack,0,1,0,0.0375,0,0,0,0,0,0.837019509,-0.228734717,1.440658776,0.560440671,-0.137973434
Kacang Tanah Goreng,100 g,564,25.5,44.4,25.5,Snack,0,1,0,0.045212766,0,0,0,0,0,1.631494865,0.330492868,1.770564119,1.354650571,0.076199198
Kacang Tanah Rebus,100 g,220,8,18,10.6,Snack,0,1,0,0.048181818,0,0,1,0,0,0.088668625,-0.545757476,0.943441397,0.29217584,0.152657598
Kacang Tolo Rebus,100 g,138,22.6,1.1,10.7,Snack,0,1,0,0.077536232,0,1,0,1,1,-0.517649074,0.223925401,-1.015200769,0.302254166,0.760944675
Ampas Kacang Hijau,100 g,96,19.1,0.6,3.7,Snack,0,1,0,0.038541667,1,1,0,1,0,-0.929495235,0.081655125,-1.244450064,-0.669132012,-0.107671265
Melinjo Emping Tebal Goreng Asin,100 g,431,63,16.2,11.1,Masakan,0,0,0,0.02575406,0,0,0,0,0,1.141769681,1.258621778,0.850884854,0.341907297,-0.51249991
Ampas Tahu Kering,100 g,414,41.3,18.3,26.6,Lauk,0,0,0,0.064251208,0,0,0,0,1,1.072089273,0.795541877,0.958045951,1.412097039,0.515840044
Pepea Oncom Ampas Tahu,100 g,76,10.6,1.8,5.2,Lauk,0,0,0,0.068421053,1,1,0,0,1,-1.16976389,-0.361906201,-0.769748174,-0.394390476,0.597624881
Bungkil Biji Karet,100 g,333,50,3.3,29.3,Masakan,0,0,0,0.087987988,0,0,0,1,1,0.710444636,0.998389357,-0.398056575,1.545879793,0.924925457
Bungkil Kacang Tanah,100 g,336,30.5,13,37.4,Snack,0,1,0,0.111309524,0,0,0,0,1,0.724843513,0.49566318,0.660703338,1.898032534,1.217587098
Bungkil Kelapa,100 g,368,40,15,23,Masakan,0,0,0,0.0625,0,0,0,0,1,0.873285051,0.762662245,0.783878293,1.216815769,0.480069179
Dodol Banjarmasin,100 g,368,70,8.6,2.6,Masakan,0,0,0,0.007065217,0,0,0,1,0,0.873285051,1.382931583,0.316458087,-0.91828284,-1.25484139
Emping Kerupuk Melinjo,100 g,345,71.5,1.5,12,Snack,0,0,0,0.034782609,0,1,0,1,0,0.767525431,1.408388778,-0.866802623,0.427518936,-0.219154306
Emping Komak,100 g,355,60.7,4.6,17.8,Masakan,0,0,0,0.050140845,0,0,0,1,1,0.814076073,1.215603312,-0.165765801,0.889663382,0.201395492
Tempe Lamtoro Var Gung Dengan Kulit,100 g,146,19.6,2.3,11.7,Lauk,0,0,0,0.080136986,0,1,0,0,1,-0.449190875,0.103039325,-0.628199362,0.399510563,0.803943039
Tempe Gembus Pg,100 g,73,10.3,1.3,5.7,Lauk,0,0,0,0.078082192,1,1,0,0,1,-1.209343121,-0.381469324,-0.937909966,-0.314420551,0.770097454
Tempe Gembus Yogya,100 g,76,10.6,0.7,6.8,Lauk,0,0,0,0.089473684,1,1,0,0,1,-1.16976389,-0.361906201,-1.193572707,-0.153673337,0.946412366
Tempe Kacang Babi,100 g,139,21.9,0.8,12.5,Snack,0,1,0,0.089928058,0,1,0,1,1,-0.508948106,0.196774128,-1.145483002,0.473098217,0.952898454
Tempe Kacang Belimbing,100 g,212,12.9,10,17.5,Snack,0,1,0,0.08254717,0,0,0,0,1,0.037073943,-0.223063388,0.440024212,0.868721938,0.842458805
Tempe Kedelai Jagung,100 g,143,11.4,5.5,12,Lauk,0,0,0,0.083916084,0,0,0,0,1,-0.474559593,-0.311492532,-0.033540799,0.427518936,0.863781457
Tempe Kedelai Murni Goreng,100 g,350,10.4,26.6,24.5,Lauk,0,0,0,0.07,0,0,0,0,1,0.790913138,-0.374906403,1.294200458,1.300788013,0.62739199
Tempe Koro Benguk,100 g,141,23.2,1.3,10.2,Lauk,0,0,0,0.072340426,0,1,0,1,1,-0.491671762,0.246731643,-0.937909966,0.251171376,0.670347865
Tempe Lamtoro,100 g,128,21.3,0.5,10.7,Lauk,0,0,0,0.08359375,0,1,0,1,1,-0.607087416,0.173012775,-1.298466925,0.302254166,0.858796154
Tempe Bongkrek,100 g,119,18.3,3.5,4.4,Lauk,0,0,0,0.03697479,0,0,0,1,0,-0.691694801,0.046614025,-0.358264848,-0.533508361,-0.153421684
Tempe Lamtoro Var Gung Tanpa Kulit,100 g,131,13,0.8,18,Lauk,0,0,0,0.13740458,0,1,0,0,1,-0.579776695,-0.217421908,-1.145483002,0.903479874,1.454256068
Tempe Pasar,100 g,150,9.1,7.7,14,Lauk,0,0,0,0.093333333,0,0,1,0,1,-0.415906136,-0.463760302,0.227553003,0.602359153,1.000268396
Tempe Pasar Goreng,100 g,336,7.8,28,20,Lauk,0,0,0,0.05952381,0,0,1,0,1,0.724843513,-0.561446513,1.341105948,1.035752511,0.417258434
Bayam Kukus,100 g,30,5.8,0.7,1.3,Sayur,0,0,0,0.043333333,1,1,1,1,0,-1.960232876,-0.73487973,-1.193572707,-1.305464793,0.026130186
Bayam Rebus,100 g,23,3.7,0.6,1.2,Sayur,0,0,0,0.052173913,1,1,1,1,1,-2.143925326,-0.963461496,-1.244450064,-1.341844649,0.250586386
Buncis Rebus,100 g,30,6.4,0.2,2.2,Sayur,0,0,0,0.073333333,1,1,1,1,1,-1.960232876,-0.679308819,-1.484084077,-1.023787109,0.688160468
Daun Kacang Panjang Kukus,100 g,40,8,0.3,3.7,Sayur,0,1,0,0.0925,1,1,1,1,1,-1.741478157,-0.545757476,-1.417706418,-0.669132012,0.988875354
Daun Katuk Rebus,100 g,53,9.1,0.9,5.3,Sayur,0,0,0,0.1,1,1,1,1,1,-1.505842908,-0.463760302,-1.099885462,-0.378003848,1.08698149
Rempeyek Kacang Uci,100 g,497,50.8,27.6,17,Snack,0,1,0,0.034205231,0,0,0,0,0,1.395905286,1.015729599,1.327929474,0.833222834,-0.236808954
Melinjo Emping Tipis Goreng,100 g,485,59.1,24.5,11.5,Masakan,0,0,0,0.02371134,0,0,0,0,0,1.351474627,1.184978606,1.219387362,0.380550082,-0.584271086
Moon Tahu,100 g,128,1.3,10,8,Lauk,0,0,0,0.0625,0,0,1,0,1,-0.607087416,-1.346666021,0.440024212,0.002625828,0.480069179
Oncom,100 g,187,22.6,6,13,Masakan,0,0,0,0.069518717,0,0,0,0,1,-0.133153768,0.223925401,0.032523265,0.517378292,0.61838673
Oncom Ampas Kacang Hijau,100 g,376,65.7,6,14.9,Snack,0,1,0,0.03962766,0,0,0,1,0,0.909021439,1.307698327,0.032523265,0.675139981,-0.076550216
Oncom Kacang Hijau Singkong,100 g,351,65.9,5.3,11,Snack,0,1,0,0.031339031,0,0,0,1,0,0.795563535,1.311275257,-0.061338236,0.332091071,-0.326621314
Oncom Kacang Tanah Pepes,100 g,132,13.7,3.8,12.7,Snack,0,1,0,0.096212121,0,0,0,0,1,-0.570766702,-0.178737202,-0.301643034,0.490961402,1.038662072
Rempeyek Kacang Tanah,100 g,513,44.3,32.5,17.5,Snack,0,1,0,0.03411306,0,0,0,0,0,1.454031135,0.868682272,1.478419124,0.868721938,-0.239640683
Rempeyek Kacang Tolo,100 g,451,59.7,20.2,11.2,Snack,0,1,0,0.024833703,0,0,0,0,0,1.221406311,1.196532163,1.04578535,0.351660403,-0.544577431
Kue Sus,100 g,221,24.8,10.2,7.5,Snack,0,0,0,0.033936652,0,0,0,0,0,0.095028441,0.30558464,0.456433579,-0.060393685,-0.24507074
Sayur Lebui,100 g,64,12.5,0.6,2.1,Sayur,0,0,0,0.0328125,1,1,0,1,0,-1.335027307,-0.245931587,-1.244450064,-1.051762514,-0.279994153
Tahu Goreng,100 g,115,2.5,8.5,9.7,Lauk,0,0,0,0.084347826,0,0,1,0,1,-0.730682564,-1.130423041,0.306983204,0.198276327,0.870424957
Tahu Telur,100 g,328,24.6,19.9,12.6,Lauk,0,0,0,0.038414634,0,0,0,0,0,0.686250417,0.298377067,1.032445074,0.48205544,-0.111342844
Takwa,100 g,148,4,8.5,13.8,Masakan,0,0,0,0.093243243,0,0,1,0,1,-0.432472786,-0.926721128,0.306983204,0.585724596,0.999042843
Tauco,100 g,184,22.2,5.5,11.4,Masakan,0,0,0,0.061956522,0,0,0,0,1,-0.154592867,0.208483901,-0.033540799,0.370980908,0.468791151
Tauco Cap Meong,100 g,159,21.3,4.9,7.4,Masakan,0,0,0,0.046540881,0,0,0,0,0,-0.343143114,0.173012775,-0.119562465,-0.073343179,0.110793617
Tauji Cap Singa,100 g,277,49.6,4.7,9.1,Masakan,0,0,0,0.032851986,0,0,0,1,0,0.423906855,0.989644327,-0.150106833,0.132192242,-0.278758019
Ramen Kuah Shoyu Rasa Ayam,100 g,439.02,67.07,17.07,7.32,Lauk,0,0,0,0.0166735,0,0,0,1,0,1.173998114,1.332044622,0.896722187,-0.083789695,-0.848279438
Roti Bakar Rasa Coklat,100 g,381.82,52.73,16.36,7.27,Snack,0,0,0,0.019040386,0,0,0,0,0,0.934697881,1.056768778,0.859478819,-0.090358646,-0.756496036
Snack Bakso Rasa Udang Bakar,100 g,533.33,73.33,23.33,0,Snack,1,0,0,0,0,0,0,0,0,1.526144097,1.438928642,1.175105384,-1.931501751,-1.592191924
Kentang Rebus,100 g,87,20.13,0.1,1.87,Masakan,0,0,0,0.021494253,1,1,0,1,0,-1.033000809,0.125294894,-1.555982788,-1.118884806,-0.664580541
Singkong Rebus,100 g,146,34.76,0.26,1.24,Masakan,0,0,0,0.008493151,0,1,0,1,0,-0.449190875,0.621808667,-1.443650574,-1.327140845,-1.190779974
Pop Mie Rasa Ayam,100 g,426.67,61.33,14.67,12,Lauk,0,0,0,0.02812478,0,0,0,0,0,1.124200674,1.227502015,0.764607522,0.427518936,-0.431787763
Daun Ubi Tumbuk,100 g,102,6.56,8.01,3.49,Sayur,0,0,0,0.034215686,0,0,1,0,0,-0.86406191,-0.665050967,0.25913077,-0.712887465,-0.236487986
Rawon Pedas Mercon,100 g,466.67,61.33,20,10.67,Masakan,0,0,0,0.022864122,0,0,0,0,0,1.282148082,1.227502015,1.036912083,0.299237751,-0.614659054
Sarimi Isi Ayam Bawang,100 g,443.48,60.87,17.39,11.3,Lauk,0,0,0,0.025480292,0,0,0,0,0,1.191748639,1.21882282,0.913052127,0.361351308,-0.521997599
Chimi Keripik Ubi Jagung Bakar,100 g,560,56,32,4,Snack,0,0,0,0.007142857,0,0,0,0,0,1.617978383,1.123898798,1.464064683,-0.609198585,-1.251323933
Rawit Bingit Ayam Jerit,100 g,454.55,55.84,19.48,12.99,Lauk,0,0,0,0.028577714,0,0,0,0,0,1.235290799,1.120680802,1.013457461,0.516504882,-0.416675478
Lodeh Terong,100 g,106,6.36,8.39,3.03,Sayur,0,0,0,0.028584906,0,0,1,0,0,-0.821863196,-0.682908562,0.296449939,-0.814623095,-0.416436319
Tongseng,100 g,169,6.43,11.83,10.81,Masakan,0,0,0,0.063964497,0,0,1,0,1,-0.265479696,-0.676618366,0.580580947,0.313262963,0.510042494
Mi Goreng Rendang,100 g,483.52,62.64,21.98,8.79,Masakan,0,0,0,0.018179186,0,0,0,0,0,1.345943518,1.251964131,1.121404391,0.096840324,-0.789530443
Shabu Shabu Combo,100 g,240,22,14,8,Masakan,0,0,0,0.033333333,0,0,0,0,0,0.212338755,0.200689822,0.72425721,0.002625828,-0.263744484
Mie Rebus Rasa Soto Ayam,100 g,485.71,60,24.29,8.57,Lauk,0,0,0,0.017644273,0,0,0,0,0,1.354124012,1.202277553,1.211584463,0.071218035,-0.81025599
Jagung Rebus,100 g,93,22.33,0.74,3.11,Masakan,0,0,0,0.03344086,1,1,0,1,0,-0.963245013,0.213523661,-1.174019978,-0.796300453,-0.260404635
Mi Rebus Kari Ayam,100 g,66.67,14.67,0.67,0,Lauk,0,0,0,0,1,1,0,1,0,-1.296571747,-0.127304909,-1.20852841,-1.931501751,-1.592191924
Nasi Bakar Ikan Cakalang,100 g,196.23,31.7,4.53,7.17,Lauk,1,0,0,0.036538756,0,0,0,1,0,-0.068613514,0.532403079,-0.176887138,-0.103590107,-0.166334348
Popcorn Keju Bakar,100 g,433.33,76.67,13.33,3.33,Masakan,0,0,1,0.007684674,0,0,0,1,0,1.151174311,1.493274865,0.68214356,-0.747310081,-1.226887259
Potato Bun With Chocolate Filling,100 g,328.57,48.57,10,7.14,Masakan,0,0,0,0.021730529,0,0,0,0,0,0.689021092,0.966890098,0.440024212,-0.107584189,-0.655899921
Roti Kok,100 g,437,74.8,10,11.1,Snack,0,0,0,0.025400458,0,0,0,1,0,1.165918494,1.463063672,0.440024212,0.341907297,-0.524774259
Pocket Sandwich Peanut,100 g,360,42,16,10,Masakan,0,1,0,0.027777778,0,0,0,0,0,0.837019509,0.812940211,0.840034149,0.230238998,-0.443431783
Mie Goreng Ayam Bakar Limau,100 g,449.44,68.54,15.73,8.99,Lauk,0,0,0,0.02000267,0,0,0,1,0,1.215281574,1.357771538,0.825190252,0.119746209,-0.720064803
Strawberry Roll,100 g,327.27,52.73,10.91,7.27,Buah,0,0,0,0.022214074,0,0,0,1,0,0.682697252,1.056768778,0.512504565,-0.090358646,-0.638226262
Red Bean Bun,100 g,327.27,52.73,9.09,7.27,Masakan,0,0,0,0.022214074,0,0,0,1,0,0.682697252,1.056768778,0.361560969,-0.090358646,-0.638226262
Tumis Buncis,100 g,65,8.15,3.45,1.97,Sayur,0,0,0,0.030307692,1,0,1,0,0,-1.320501216,-0.534157702,-0.368051661,-1.089203551,-0.359842989
Kaya Bun,100 g,311.11,57.78,8.89,6.67,Masakan,0,0,0,0.021439362,0,0,0,1,0,0.602630796,1.159259784,0.343410399,-0.171710575,-0.666601395
Roti Balok Rasa Cokelat,100 g,360,50,14,8,Snack,0,0,0,0.022222222,0,0,0,0,0,0.837019509,0.998389357,0.72425721,0.002625828,-0.637929491
Iga Bakar,100 g,254,0.94,19,19.1,Masakan,0,0,0,0.07519685,0,0,1,0,1,0.294822388,-1.427672067,0.99129551,0.977504284,0.720946994
